route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
118-158,125-D-Weekday-50,9914255-125-D-Weekday-50,"Daly City BART",1181010,0,,1180043
110-158,125-D-Weekday-50,9914256-125-D-Weekday-50,"Daly City BART",1101052,0,,1100185
110-158,125-D-Weekday-50,9914257-125-D-Weekday-50,"Linda Mar Park & Ride",1101049,1,,1100186
110-158,125-D-Weekday-50,9914258-125-D-Weekday-50,"Daly City BART",1101056,0,,1100185
110-158,125-D-Weekday-50,9914259-125-D-Weekday-50,"Linda Mar Park & Ride",1101043,1,,1100186
120-158,125-D-Weekday-50,9914260-125-D-Weekday-50,"Colma BART",1201001,1,,1200224
120-158,125-D-Weekday-50,9914261-125-D-Weekday-50,"Brunswick/Templeton",1201006,0,,1200225
120-158,125-D-Weekday-50,9914262-125-D-Weekday-50,"Colma BART",1201009,1,,1200224
120-158,125-D-Weekday-50,9914263-125-D-Weekday-50,"Brunswick/Templeton",1201022,0,,1200225
130-158,125-D-Weekday-50,9914264-125-D-Weekday-50,"Daly City BART",1301040,0,,1300267
130-158,125-D-Weekday-50,9914265-125-D-Weekday-50,"Colma BART",1301039,1,,1300266
130-158,125-D-Weekday-50,9914266-125-D-Weekday-50,"Daly City BART",1301062,0,,1300267
112-158,125-D-Weekday-50,9914267-125-D-Weekday-50,"Colma BART",1121020,0,,1120157
112-158,125-D-Weekday-50,9914268-125-D-Weekday-50,"Linda Mar Park & Ride",1121021,1,,1120134
112-158,125-D-Weekday-50,9914269-125-D-Weekday-50,"Colma BART",1121026,0,,1120157
112-158,125-D-Weekday-50,9914270-125-D-Weekday-50,"Linda Mar Park & Ride",1121025,1,,1120134
14-158,125-D-Weekday-50-SDon,9914271-125-D-Weekday-50-SDon,"Linda Mar Park & Ride - Loop",141002,0,,140088
14-158,125-D-Weekday-50-SDon,9914272-125-D-Weekday-50-SDon,"Linda Mar Park & Ride - Loop",141006,0,,140088
19-158,125-D-Weekday-50-SDon,9914274-125-D-Weekday-50-SDon,"IBL School",191002,0,,190035
112-158,125-D-Weekday-50,9914275-125-D-Weekday-50,"Linda Mar Park & Ride",1121009,1,,1120134
112-158,125-D-Weekday-50,9914276-125-D-Weekday-50,"Colma BART",1121012,0,,1120157
141-158,125-D-Weekday-50-SDon-0001000,9914277-125-D-Weekday-50-SDon-0001000,"San Bruno BART",1414030,0,,1410180
281-158,125-D-Weekday-50,9914278-125-D-Weekday-50,"Onetta Harris Center",2811042,0,,2810216
281-158,125-D-Weekday-50,9914279-125-D-Weekday-50,"Stanford Mall",2811043,1,,2810215
281-158,125-D-Weekday-50,9914280-125-D-Weekday-50,"Onetta Harris Center",2811054,0,,2810216
281-158,125-D-Weekday-50,9914281-125-D-Weekday-50,"Stanford Mall",2811055,1,,2810215
250-158,125-D-Weekday-50,9914282-125-D-Weekday-50,"5th/El Camino",2501046,0,,2500348
250-158,125-D-Weekday-50,9914283-125-D-Weekday-50,"College of San Mateo",2501059,1,,2500341
260-158,125-D-Weekday-50,9914284-125-D-Weekday-50,"San Carlos Caltrain",2601044,0,,2600310
68-158,125-D-Weekday-50-SDon,9914285-125-D-Weekday-50-SDon,"Ralston School",681003,1,,680064
62-158,125-D-Weekday-50-SDon-0010000,9914286-125-D-Weekday-50-SDon-0010000,"Alameda/Ralston",621003,1,,620057
60-158,125-D-Weekday-50-SDon-1101100,9914287-125-D-Weekday-50-SDon-1101100,"Bridge/Bowsprit",601006,0,,600150
84-158,125-D-Weekday-50-SDon-1100100,9914288-125-D-Weekday-50-SDon-1100100,"Middlefield/Lane",841004,0,,840034
280-158,125-D-Weekday-50,9914289-125-D-Weekday-50,"Stanford Mall",2801023,1,,2800175
398-158,125-D-Weekday-50,9914290-125-D-Weekday-50,"San Bruno BART",3981020,0,,3980109
280-158,125-D-Weekday-50,9914291-125-D-Weekday-50,"Stanford Mall",2801031,1,,2800175
280-158,125-D-Weekday-50,9914292-125-D-Weekday-50,"Purdue/Fordham",2801034,0,,2800178
83-158,125-D-Weekday-50-SDon-0011000,9914293-125-D-Weekday-50-SDon-0011000,"Bay/Menlo Oaks",831004,0,,830065
24-158,125-D-Weekday-50-SDon,9914294-125-D-Weekday-50-SDon,"Westmoor High",241001,1,,240044
112-158,125-D-Weekday-50-SDon,9914295-125-D-Weekday-50-SDon,"IBL School",1121005,1,,1120129
120-158,125-D-Weekday-50,9914296-125-D-Weekday-50,"Colma BART",1201043,1,,1200224
110-158,125-D-Weekday-50,9914297-125-D-Weekday-50,"Daly City BART",1101026,0,,1100185
110-158,125-D-Weekday-50,9914298-125-D-Weekday-50,"Linda Mar Park & Ride",1101027,1,,1100186
110-158,125-D-Weekday-50,9914299-125-D-Weekday-50,"Daly City BART",1101040,0,,1100185
118-158,125-D-Weekday-50,9914300-125-D-Weekday-50,"Linda Mar Park & Ride",1181005,1,,1180044
118-158,125-D-Weekday-50,9914301-125-D-Weekday-50,"Daly City BART",1181008,0,,1180043
120-158,125-D-Weekday-50,9914302-125-D-Weekday-50,"Brunswick/Templeton",1201040,0,,1200225
260-158,125-D-Weekday-50,9914303-125-D-Weekday-50,"College of San Mateo",2601001,1,,2600303
250-158,125-D-Weekday-50,9914304-125-D-Weekday-50,"5th/El Camino",2501008,0,,2500348
250-158,125-D-Weekday-50,9914305-125-D-Weekday-50,"College of San Mateo",2501019,1,,2500341
250-158,125-D-Weekday-50,9914306-125-D-Weekday-50,"5th/El Camino",2501016,0,,2500348
73-158,125-D-Weekday-50-SDon-1110100,9914307-125-D-Weekday-50-SDon-1110100,"G/Industrial",731008,0,,730041
56-158,125-D-Weekday-50-SDon,9914308-125-D-Weekday-50-SDon,"Polhemus/Paul Scannell",561003,1,,560021
54-158,125-D-Weekday-50-SDon-0010000,9914309-125-D-Weekday-50-SDon-0010000,"Hillsdale/Norfolk",541005,1,,540084
68-158,125-D-Weekday-50-SDon-0010000,9914310-125-D-Weekday-50-SDon-0010000,"Hiller/Wessex",681002,0,,680065
294-158,125-D-Weekday-50,9914311-125-D-Weekday-50,"Main/Poplar",2941003,1,,2940152
294-158,125-D-Weekday-50,9914312-125-D-Weekday-50,"San Mateo Medical Center",2941004,0,,2940135
294-158,125-D-Weekday-50,9914313-125-D-Weekday-50,"Main/Poplar",2941009,1,,2940152
294-158,125-D-Weekday-50,9914314-125-D-Weekday-50,"San Mateo Medical Center",2941010,0,,2940135
250-158,125-D-Weekday-50,9914315-125-D-Weekday-50,"5th/El Camino",2501034,0,,2500348
55-158,125-D-Weekday-50-SDon-1101100,9914316-125-D-Weekday-50-SDon-1101100,"Clark/El Camino",551004,0,,550035
251-158,125-D-Weekday-50-SDoff,9914317-125-D-Weekday-50-SDoff,"Foster City",2510008,0,,2510054
250-158,125-D-Weekday-50,9914318-125-D-Weekday-50,"College of San Mateo",2501037,1,,2500341
ECR-158,125-D-Weekday-50,9914319-125-D-Weekday-50,"Palo Alto Transit Center",4001113,1,,ECR0903
ECR-158,125-D-Weekday-50,9914320-125-D-Weekday-50,"Daly City BART",4001086,0,,ECR0904
120-158,125-D-Weekday-50,9914321-125-D-Weekday-50,"Brunswick/Templeton",1201046,0,,1200225
120-158,125-D-Weekday-50,9914322-125-D-Weekday-50,"Colma BART",1201049,1,,1200224
120-158,125-D-Weekday-50,9914323-125-D-Weekday-50,"Colma BART",1201081,1,,1200224
120-158,125-D-Weekday-50,9914324-125-D-Weekday-50,"Brunswick/Templeton",1201092,0,,1200225
120-158,125-D-Weekday-50,9914325-125-D-Weekday-50,"Colma BART",1201103,1,,1200224
59-158,125-D-Weekday-50-SDon-0001000,9914326-125-D-Weekday-50-SDon-0001000,"",594007,1,,590054
110-158,125-D-Weekday-50-SDon-0010000,9914327-125-D-Weekday-50-SDon-0010000,"Daly City BART",1101022,0,,1100188
25-158,125-D-Weekday-50-SDon-0010000,9914328-125-D-Weekday-50-SDon-0010000,"Los Olivos/Santa Barbara",251002,0,,250041
68-158,125-D-Weekday-50-SDon,9914329-125-D-Weekday-50-SDon,"Ralston School",681005,1,,680066
281-158,125-D-Weekday-50,9914330-125-D-Weekday-50,"Onetta Harris Center",2811084,0,,2810216
281-158,125-D-Weekday-50,9914331-125-D-Weekday-50,"Stanford Mall",2811087,1,,2810215
280-158,125-D-Weekday-50,9914332-125-D-Weekday-50,"Purdue/Fordham",2801028,0,,2800178
62-158,125-D-Weekday-50-SDon,9914333-125-D-Weekday-50-SDon,"Dale View/Old County",621002,0,,620059
53-158,125-D-Weekday-50-SDon-0010000,9914334-125-D-Weekday-50-SDon-0010000,"Peninsula/Humboldt",531002,0,,530070
250-158,125-D-Weekday-50-SDon-0010000,9914335-125-D-Weekday-50-SDon-0010000,"Hillsdale Mall",2503041,1,,2500344
120-158,125-D-Weekday-50,9914336-125-D-Weekday-50,"Brunswick/Templeton",1201100,0,,1200225
120-158,125-D-Weekday-50,9914337-125-D-Weekday-50,"Colma BART",1201111,1,,1200224
120-158,125-D-Weekday-50,9914338-125-D-Weekday-50,"Brunswick/Templeton",1201124,0,,1200225
120-158,125-D-Weekday-50,9914339-125-D-Weekday-50,"Colma BART",1201129,1,,1200224
121-158,125-D-Weekday-50,9914340-125-D-Weekday-50,"Pope/Bellevue",1211062,0,,1210280
130-158,125-D-Weekday-50,9914341-125-D-Weekday-50,"Colma BART",1301123,1,,1300266
28-158,125-D-Weekday-50-SDon,9914342-125-D-Weekday-50-SDon,"Serramonte Center",281006,0,,280044
140-158,125-D-Weekday-50-SDon-0001000,9914343-125-D-Weekday-50-SDon-0001000,"Manor/Palmetto",1404021,1,,1400615
110-158,125-D-Weekday-50-SDon,9914344-125-D-Weekday-50-SDon,"Terra Nova High",1101003,1,,1100189
25-158,125-D-Weekday-50-SDon,9914345-125-D-Weekday-50-SDon,"Ben Franklin School",251001,1,,250042
112-158,125-D-Weekday-50,9914346-125-D-Weekday-50,"Linda Mar Park & Ride",1121007,1,,1120134
112-158,125-D-Weekday-50,9914347-125-D-Weekday-50,"Colma BART",1121010,0,,1120157
112-158,125-D-Weekday-50,9914348-125-D-Weekday-50,"Linda Mar Park & Ride",1121011,1,,1120134
130-158,125-D-Weekday-50,9914349-125-D-Weekday-50,"Colma BART",1301069,1,,1300266
130-158,125-D-Weekday-50,9914350-125-D-Weekday-50,"Daly City BART",1301094,0,,1300267
87-158,125-D-Weekday-50-SDon-0010000,9914351-125-D-Weekday-50-SDon-0010000,"Portola Valley",871001,1,,870050
250-158,125-D-Weekday-50,9914352-125-D-Weekday-50,"5th/El Camino",2501006,0,,2500348
250-158,125-D-Weekday-50,9914353-125-D-Weekday-50,"College of San Mateo",2501015,1,,2500341
ECR-158,125-D-Weekday-50,9914354-125-D-Weekday-50,"Palo Alto Transit Center",4001057,1,,ECR0903
72-158,125-D-Weekday-50-SDon,9914355-125-D-Weekday-50-SDon,"Marlborough/Dumbarton",721004,0,,720012
61-158,125-D-Weekday-50-SDon,9914357-125-D-Weekday-50-SDon,"San Carlos Caltrain",611009,1,,610024
280-158,125-D-Weekday-50,9914358-125-D-Weekday-50,"Stanford Mall",2801001,1,,2800175
280-158,125-D-Weekday-50,9914359-125-D-Weekday-50,"Purdue/Fordham",2801004,0,,2800178
280-158,125-D-Weekday-50,9914360-125-D-Weekday-50,"Stanford Mall",2801005,1,,2800175
260-158,125-D-Weekday-50,9914361-125-D-Weekday-50,"College of San Mateo",2601015,1,,2600303
260-158,125-D-Weekday-50,9914362-125-D-Weekday-50,"San Carlos Caltrain",2601020,0,,2600319
53-158,125-D-Weekday-50-SDon-1101100,9914363-125-D-Weekday-50-SDon-1101100,"Peninsula/Humboldt",531008,0,,530070
73-158,125-D-Weekday-50-SDon-0001000,9914364-125-D-Weekday-50-SDon-0001000,"G/Industrial",731002,0,,730041
250-158,125-D-Weekday-50,9914365-125-D-Weekday-50,"College of San Mateo",2501029,1,,2500341
260-158,125-D-Weekday-50,9914366-125-D-Weekday-50,"San Carlos Caltrain",2601034,0,,2600319
260-158,125-D-Weekday-50,9914367-125-D-Weekday-50,"College of San Mateo",2601033,1,,2600303
250-158,125-D-Weekday-50,9914368-125-D-Weekday-50,"5th/El Camino",2501052,0,,2500348
250-158,125-D-Weekday-50,9914369-125-D-Weekday-50,"College of San Mateo",2501065,1,,2500341
250-158,125-D-Weekday-50,9914370-125-D-Weekday-50,"5th/El Camino",2501060,0,,2500348
58-158,125-D-Weekday-50-SDon-1101100,9914371-125-D-Weekday-50-SDon-1101100,"Polhemus/Paul Scannell",581005,1,,580047
250-158,125-D-Weekday-50,9914372-125-D-Weekday-50,"5th/El Camino",2501026,0,,2500348
85-158,125-D-Weekday-50-SDon,9914373-125-D-Weekday-50-SDon,"Ormondale School",851002,0,,850087
295-158,125-D-Weekday-50,9914374-125-D-Weekday-50,"San Mateo Caltrain",2951010,0,,2950369
295-158,125-D-Weekday-50,9914375-125-D-Weekday-50,"Redwood City Transit Center",2951011,1,,2950368
294-158,125-D-Weekday-50,9914376-125-D-Weekday-50,"Main/Poplar",2941015,1,,2940155
294-158,125-D-Weekday-50,9914377-125-D-Weekday-50,"San Mateo Medical Center",2941016,0,,2940134
281-158,125-D-Weekday-50,9914378-125-D-Weekday-50,"Stanford Mall",2811003,1,,2810215
281-158,125-D-Weekday-50,9914379-125-D-Weekday-50,"Onetta Harris Center",2811010,0,,2810216
281-158,125-D-Weekday-50,9914380-125-D-Weekday-50,"Stanford Mall",2811011,1,,2810215
280-158,125-D-Weekday-50,9914381-125-D-Weekday-50,"Purdue/Fordham",2801014,0,,2800178
280-158,125-D-Weekday-50,9914382-125-D-Weekday-50,"Stanford Mall",2801015,1,,2800175
67-158,125-D-Weekday-50-SDon-1101100,9914383-125-D-Weekday-50-SDon-1101100,"Bridge/Bowsprit",671012,0,,670091
46-158,125-D-Weekday-50-SDon-0100000,9914384-125-D-Weekday-50-SDon-0100000,"Carolan",461005,1,,460067
281-158,125-D-Weekday-50,9914385-125-D-Weekday-50,"Onetta Harris Center",2811002,0,,2810216
130-158,125-D-Weekday-50,9914386-125-D-Weekday-50,"Daly City BART",1301030,0,,1300267
130-158,125-D-Weekday-50,9914387-125-D-Weekday-50,"Colma BART",1301029,1,,1300266
130-158,125-D-Weekday-50,9914388-125-D-Weekday-50,"Daly City BART",1301052,0,,1300267
ECR-158,125-D-Weekday-50,9914389-125-D-Weekday-50,"Palo Alto Transit Center",4001087,1,,ECR0903
ECR-158,125-D-Weekday-50,9914390-125-D-Weekday-50,"Daly City BART",4001116,0,,ECR0904
130-158,125-D-Weekday-50,9914391-125-D-Weekday-50,"Colma BART",1301061,1,,1300266
130-158,125-D-Weekday-50,9914392-125-D-Weekday-50,"Daly City BART",1301086,0,,1300267
110-158,125-D-Weekday-50,9914393-125-D-Weekday-50,"Linda Mar Park & Ride",1101039,1,,1100186
110-158,125-D-Weekday-50,9914394-125-D-Weekday-50,"Daly City BART",1101050,0,,1100185
130-158,125-D-Weekday-50,9914395-125-D-Weekday-50,"Colma BART",1301111,1,,1300266
130-158,125-D-Weekday-50,9914396-125-D-Weekday-50,"Daly City BART",1301126,0,,1300267
110-158,125-D-Weekday-50,9914397-125-D-Weekday-50,"Daly City BART",1101046,0,,1100185
286-158,125-D-Weekday-50,9914398-125-D-Weekday-50,"Menlo Park Caltrain",2861012,0,,2860095
286-158,125-D-Weekday-50,9914399-125-D-Weekday-50,"Sharon Park",2861007,1,,2860094
250-158,125-D-Weekday-50,9914400-125-D-Weekday-50,"College of San Mateo",2501069,1,,2500341
250-158,125-D-Weekday-50,9914401-125-D-Weekday-50,"5th/El Camino",2501064,0,,2500348
250-158,125-D-Weekday-50,9914402-125-D-Weekday-50,"College of San Mateo",2501075,1,,2500341
250-158,125-D-Weekday-50,9914403-125-D-Weekday-50,"5th/El Camino",2501068,0,,2500348
286-158,125-D-Weekday-50,9914404-125-D-Weekday-50,"Sharon Park",2861009,1,,2860094
80-158,125-D-Weekday-50-SDon-1110100,9914405-125-D-Weekday-50-SDon-1110100,"Santa Cruz/Elder",801004,0,,800014
286-158,125-D-Weekday-50-SDoff,9914406-125-D-Weekday-50-SDoff,"Sharon Park",2860005,1,,2860094
112-158,125-D-Weekday-50,9914407-125-D-Weekday-50,"Linda Mar Park & Ride",1121013,1,,1120134
110-158,125-D-Weekday-50,9914408-125-D-Weekday-50,"Daly City BART",1101020,0,,1100185
110-158,125-D-Weekday-50,9914409-125-D-Weekday-50,"Linda Mar Park & Ride",1101023,1,,1100186
110-158,125-D-Weekday-50,9914410-125-D-Weekday-50,"Daly City BART",1101044,0,,1100185
118-158,125-D-Weekday-50,9914411-125-D-Weekday-50,"Linda Mar Park & Ride",1181007,1,,1180044
112-158,125-D-Weekday-50,9914412-125-D-Weekday-50,"Colma BART",1121030,0,,1120157
112-158,125-D-Weekday-50,9914413-125-D-Weekday-50,"Linda Mar Park & Ride",1121029,1,,1120134
110-158,125-D-Weekday-50,9914414-125-D-Weekday-50,"Linda Mar Park & Ride",1101047,1,,1100186
110-158,125-D-Weekday-50-SDon,9914415-125-D-Weekday-50-SDon,"Daly City BART",1101036,0,,1100187
121-158,125-D-Weekday-50,9914417-125-D-Weekday-50,"Skyline College",1211011,1,,1210296
121-158,125-D-Weekday-50,9914418-125-D-Weekday-50,"Pope/Bellevue",1211018,0,,1210280
121-158,125-D-Weekday-50,9914419-125-D-Weekday-50,"Skyline College",1211021,1,,1210295
121-158,125-D-Weekday-50,9914420-125-D-Weekday-50,"Pope/Bellevue",1211008,0,,1210280
141-158,125-D-Weekday-50,9914421-125-D-Weekday-50,"Shelter Creek",1411001,1,,1410218
141-158,125-D-Weekday-50,9914422-125-D-Weekday-50,"Airport/Linden",1411002,0,,1410219
130-158,125-D-Weekday-50,9914423-125-D-Weekday-50,"Daly City BART",1301020,0,,1300267
130-158,125-D-Weekday-50,9914424-125-D-Weekday-50,"Colma BART",1301021,1,,1300266
121-158,125-D-Weekday-50,9914425-125-D-Weekday-50,"Skyline College",1211031,1,,1210295
141-158,125-D-Weekday-50-SDon-1110100,9914426-125-D-Weekday-50-SDon-1110100,"San Bruno BART",1411040,0,,1410177
121-158,125-D-Weekday-50,9914427-125-D-Weekday-50,"Pope/Bellevue",1211028,0,,1210280
118-158,125-D-Weekday-50,9914428-125-D-Weekday-50,"Linda Mar Park & Ride",1181001,1,,1180044
118-158,125-D-Weekday-50,9914429-125-D-Weekday-50,"Daly City BART",1181002,0,,1180043
118-158,125-D-Weekday-50,9914430-125-D-Weekday-50,"Linda Mar Park & Ride",1181003,1,,1180044
118-158,125-D-Weekday-50,9914431-125-D-Weekday-50,"Daly City BART",1181006,0,,1180043
130-158,125-D-Weekday-50,9914432-125-D-Weekday-50,"Daly City BART",1301044,0,,1300267
130-158,125-D-Weekday-50,9914433-125-D-Weekday-50,"Colma BART",1301043,1,,1300266
398-158,125-D-Weekday-50,9914434-125-D-Weekday-50,"Redwood City Transit Center",3981017,1,,3980110
398-158,125-D-Weekday-50,9914435-125-D-Weekday-50,"San Bruno BART",3981014,0,,3980109
121-158,125-D-Weekday-50,9914436-125-D-Weekday-50,"Skyline College",1211055,1,,1210295
121-158,125-D-Weekday-50,9914437-125-D-Weekday-50,"Pope/Bellevue",1211060,0,,1210280
121-158,125-D-Weekday-50,9914438-125-D-Weekday-50,"Skyline College",1211063,1,,1210298
121-158,125-D-Weekday-50,9914439-125-D-Weekday-50,"Pope/Bellevue",1211050,0,,1210282
260-158,125-D-Weekday-50,9914440-125-D-Weekday-50,"College of San Mateo",2601005,1,,2600303
270-158,125-D-Weekday-50,9914441-125-D-Weekday-50,"Redwood City Transit Center - Loop",2701010,0,,2700113
270-158,125-D-Weekday-50,9914442-125-D-Weekday-50,"Redwood City Transit Center - Loop",2701011,1,,2700112
270-158,125-D-Weekday-50,9914443-125-D-Weekday-50,"Redwood City Transit Center - Loop",2701012,0,,2700113
270-158,125-D-Weekday-50,9914444-125-D-Weekday-50,"Redwood City Transit Center - Loop",2701013,1,,2700112
270-158,125-D-Weekday-50,9914445-125-D-Weekday-50,"Redwood City Transit Center - Loop",2701014,0,,2700113
270-158,125-D-Weekday-50,9914446-125-D-Weekday-50,"Redwood City Transit Center - Loop",2701015,1,,2700112
270-158,125-D-Weekday-50,9914447-125-D-Weekday-50,"Redwood City Transit Center - Loop",2701016,0,,2700113
54-158,125-D-Weekday-50-SDon-1101100,9914448-125-D-Weekday-50-SDon-1101100,"Hillsdale/Norfolk",541011,1,,540084
260-158,125-D-Weekday-50,9914449-125-D-Weekday-50,"San Carlos Caltrain",2601010,0,,2600310
140-158,125-D-Weekday-50-SDon,9914450-125-D-Weekday-50-SDon,"Manor/Palmetto",1401005,1,,1400618
120-158,125-D-Weekday-50,9914451-125-D-Weekday-50,"Brunswick/Templeton",1201058,0,,1200225
120-158,125-D-Weekday-50,9914452-125-D-Weekday-50,"Colma BART",1201067,1,,1200224
120-158,125-D-Weekday-50,9914453-125-D-Weekday-50,"Brunswick/Templeton",1201078,0,,1200225
120-158,125-D-Weekday-50,9914454-125-D-Weekday-50,"Colma BART",1201085,1,,1200224
140-158,125-D-Weekday-50-SDoff,9914455-125-D-Weekday-50-SDoff,"Manor/Palmetto",1400005,1,,1400610
120-158,125-D-Weekday-50,9914456-125-D-Weekday-50,"Colma BART",1201047,1,,1200224
130-158,125-D-Weekday-50,9914457-125-D-Weekday-50,"Colma BART",1301003,1,,1300266
130-158,125-D-Weekday-50,9914458-125-D-Weekday-50,"Daly City BART",1301022,0,,1300267
130-158,125-D-Weekday-50,9914459-125-D-Weekday-50,"Colma BART",1301023,1,,1300266
120-158,125-D-Weekday-50,9914460-125-D-Weekday-50,"Colma BART",1201053,1,,1200224
120-158,125-D-Weekday-50,9914461-125-D-Weekday-50,"Brunswick/Templeton",1201064,0,,1200225
54-158,125-D-Weekday-50-SDon-1101100,9914462-125-D-Weekday-50-SDon-1101100,"Hillsdale/Norfolk",541007,1,,540085
46-158,125-D-Weekday-50-SDon-0100000,9914463-125-D-Weekday-50-SDon-0100000,"Carolan",461001,1,,460067
120-158,125-D-Weekday-50,9914464-125-D-Weekday-50,"Colma BART",1201095,1,,1200224
120-158,125-D-Weekday-50,9914465-125-D-Weekday-50,"Brunswick/Templeton",1201108,0,,1200225
120-158,125-D-Weekday-50,9914466-125-D-Weekday-50,"Colma BART",1201117,1,,1200224
130-158,125-D-Weekday-50,9914467-125-D-Weekday-50,"Daly City BART",1301120,0,,1300267
130-158,125-D-Weekday-50,9914468-125-D-Weekday-50,"Colma BART",1301117,1,,1300266
120-158,125-D-Weekday-50-SDon,9914469-125-D-Weekday-50-SDon,"Brunswick/Templeton",1201144,0,,1200215
110-158,125-D-Weekday-50,9914470-125-D-Weekday-50,"Daly City BART",1101028,0,,1100185
120-158,125-D-Weekday-50,9914471-125-D-Weekday-50,"Colma BART",1201089,1,,1200224
130-158,125-D-Weekday-50,9914472-125-D-Weekday-50,"Colma BART",1301099,1,,1300266
130-158,125-D-Weekday-50,9914473-125-D-Weekday-50,"Daly City BART",1301118,0,,1300267
120-158,125-D-Weekday-50,9914474-125-D-Weekday-50,"Colma BART",1201137,1,,1200224
120-158,125-D-Weekday-50,9914475-125-D-Weekday-50,"Brunswick/Templeton",1201138,0,,1200225
120-158,125-D-Weekday-50,9914476-125-D-Weekday-50,"Colma BART",1201143,1,,1200224
120-158,125-D-Weekday-50,9914477-125-D-Weekday-50,"Brunswick/Templeton",1201132,0,,1200225
49-158,125-D-Weekday-50-SDon,9914478-125-D-Weekday-50-SDon,"SFO AirTrain",491002,0,,490039
140-158,125-D-Weekday-50,9914479-125-D-Weekday-50,"SFO AirTrain",1401036,0,,1400609
140-158,125-D-Weekday-50,9914480-125-D-Weekday-50,"Manor/Palmetto",1401035,1,,1400610
121-158,125-D-Weekday-50,9914481-125-D-Weekday-50,"Pope/Bellevue",1211058,0,,1210280
130-158,125-D-Weekday-50,9914482-125-D-Weekday-50,"Colma BART",1301115,1,,1300266
140-158,125-D-Weekday-50,9914483-125-D-Weekday-50,"Manor/Palmetto",1401027,1,,1400610
398-158,125-D-Weekday-50,9914484-125-D-Weekday-50,"Redwood City Transit Center",3981001,1,,3980110
275-158,125-D-Weekday-50,9914485-125-D-Weekday-50,"Alameda/Woodside",2751001,1,,2750050
275-158,125-D-Weekday-50,9914486-125-D-Weekday-50,"",2751004,0,,2750060
281-158,125-D-Weekday-50,9914487-125-D-Weekday-50,"Onetta Harris Center",2811008,0,,2810216
256-158,125-D-Weekday-50,9914488-125-D-Weekday-50,"Hillsdale Mall",2561007,1,,2560164
256-158,125-D-Weekday-50,9914489-125-D-Weekday-50,"Foster City",2561010,0,,2560160
256-158,125-D-Weekday-50,9914490-125-D-Weekday-50,"Hillsdale Mall",2561009,1,,2560164
251-158,125-D-Weekday-50,9914491-125-D-Weekday-50,"Foster City",2511002,0,,2510054
251-158,125-D-Weekday-50,9914492-125-D-Weekday-50,"Hillsdale Mall",2511001,1,,2510112
281-158,125-D-Weekday-50,9914493-125-D-Weekday-50,"Stanford Mall",2811057,1,,2810215
280-158,125-D-Weekday-50,9914494-125-D-Weekday-50,"Purdue/Fordham",2801020,0,,2800178
280-158,125-D-Weekday-50,9914495-125-D-Weekday-50,"Stanford Mall",2801021,1,,2800175
281-158,125-D-Weekday-50,9914496-125-D-Weekday-50,"Onetta Harris Center",2811100,0,,2810216
281-158,125-D-Weekday-50,9914497-125-D-Weekday-50,"Stanford Mall",2811097,1,,2810215
274-158,125-D-Weekday-50,9914498-125-D-Weekday-50,"Cañada College",2741059,1,,2740040
274-158,125-D-Weekday-50,9914499-125-D-Weekday-50,"Cañada College",2741061,1,,2740040
274-158,125-D-Weekday-50,9914500-125-D-Weekday-50,"Redwood City Transit Center",2741058,0,,2740043
274-158,125-D-Weekday-50,9914501-125-D-Weekday-50,"Cañada College",2741063,1,,2740040
274-158,125-D-Weekday-50,9914502-125-D-Weekday-50,"Redwood City Transit Center",2741060,0,,2740043
281-158,125-D-Weekday-50,9914503-125-D-Weekday-50,"Stanford Mall",2811089,1,,2810215
281-158,125-D-Weekday-50,9914504-125-D-Weekday-50,"Onetta Harris Center",2811012,0,,2810216
281-158,125-D-Weekday-50,9914505-125-D-Weekday-50,"Stanford Mall",2811013,1,,2810215
281-158,125-D-Weekday-50,9914506-125-D-Weekday-50,"Onetta Harris Center",2811026,0,,2810216
281-158,125-D-Weekday-50,9914507-125-D-Weekday-50,"Stanford Mall",2811027,1,,2810215
275-158,125-D-Weekday-50,9914508-125-D-Weekday-50,"Alameda/Woodside",2751031,1,,2750050
275-158,125-D-Weekday-50,9914509-125-D-Weekday-50,"",2751034,0,,2750060
275-158,125-D-Weekday-50,9914510-125-D-Weekday-50,"Alameda/Woodside",2751035,1,,2750050
275-158,125-D-Weekday-50,9914511-125-D-Weekday-50,"",2751040,0,,2750060
81-158,125-D-Weekday-50-SDon,9914512-125-D-Weekday-50-SDon,"Clarke/E. Bayshore",811002,0,,810028
120-158,125-D-Weekday-50,9914513-125-D-Weekday-50,"Colma BART",1201013,1,,1200224
120-158,125-D-Weekday-50,9914514-125-D-Weekday-50,"Brunswick/Templeton",1201028,0,,1200225
120-158,125-D-Weekday-50,9914515-125-D-Weekday-50,"Colma BART",1201031,1,,1200224
120-158,125-D-Weekday-50,9914516-125-D-Weekday-50,"Brunswick/Templeton",1201042,0,,1200225
120-158,125-D-Weekday-50,9914517-125-D-Weekday-50,"Colma BART",1201059,1,,1200224
120-158,125-D-Weekday-50,9914518-125-D-Weekday-50,"Brunswick/Templeton",1201070,0,,1200225
120-158,125-D-Weekday-50,9914519-125-D-Weekday-50,"Colma BART",1201075,1,,1200224
140-158,125-D-Weekday-50-SDon-0010000,9914520-125-D-Weekday-50-SDon-0010000,"SFO AirTrain",1403030,0,,1400609
